iter	Passed	Remaining
427	1844	5912
428	1848	5906
429	1852	5902
430	1857	5899
431	1861	5894
432	1865	5888
433	1870	5886
434	1874	5883
435	1878	5878
436	1883	5873
437	1887	5869
438	1891	5864
439	1896	5860
440	1900	5856
441	1904	5850
442	1908	5846
443	1912	5842
444	1917	5837
445	1922	5836
446	1926	5830
447	1927	5818
448	1931	5813
449	1935	5807
450	1940	5803
451	1944	5798
452	1948	5793
453	1952	5789
454	1954	5778
455	1959	5776
456	1964	5772
457	1967	5766
458	1972	5762
459	1976	5757
460	1981	5755
461	1986	5753
462	1990	5748
463	1997	5750
464	2001	5745
465	2005	5741
466	2009	5737
467	2014	5732
468	2018	5727
469	2021	5721
470	2024	5712
471	2029	5709
472	2033	5703
473	2036	5698
474	2040	5692
475	2044	5687
476	2048	5682
477	2052	5677
478	2058	5675
479	2062	5670
480	2066	5665
481	2070	5661
482	2073	5652
483	2077	5647
484	2081	5643
485	2085	5638
486	2089	5632
487	2093	5627
488	2097	5622
489	2101	5618
490	2106	5616
491	2110	5611
492	2114	5605
493	2121	5608
494	2125	5602
495	2129	5599
496	2135	5599
497	2139	5594
498	2142	5586
499	2146	5582
500	2151	5578
501	2155	5573
502	2159	5567
503	2162	5561
504	2167	5557
505	2171	5552
506	2174	5546
507	2179	5541
508	2183	5538
509	2187	5532
510	2191	5528
511	2195	5523
512	2200	5519
513	2202	5511
514	2206	5505
515	2211	5503
516	2214	5495
517	2218	5491
518	2223	5487
519	2227	5483
520	2231	5478
521	2235	5472
522	2239	5468
523	2244	5465
524	2248	5461
525	2252	5454
526	2256	5451
527	2260	5445
528	2265	5442
529	2269	5438
530	2273	5434
531	2278	5429
532	2281	5424
533	2285	5418
534	2290	5416
535	2294	5411
536	2298	5406
537	2302	5401
538	2306	5396
539	2311	5393
540	2315	5388
541	2319	5383
542	2323	5377
543	2327	5374
544	2331	5369
545	2336	5365
546	2339	5359
547	2344	5355
548	2348	5350
549	2352	5345
550	2360	5350
551	2363	5344
552	2367	5338
553	2371	5333
554	2375	5328
555	2378	5322
556	2383	5319
557	2388	5315
558	2392	5311
559	2396	5307
560	2401	5302
561	2405	5297
562	2409	5293
563	2413	5288
564	2417	5284
565	2422	5281
566	2426	5275
567	2429	5269
568	2433	5264
569	2437	5259
570	2442	5256
571	2446	5252
572	2450	5247
573	2454	5242
574	2458	5238
575	2463	5234
576	2466	5228
577	2470	5223
578	2474	5219
579	2478	5214
580	2482	5208
581	2487	5206
582	2491	5201
583	2495	5196
584	2500	5192
585	2504	5187
586	2507	5182
587	2511	5176
588	2515	5171
589	2519	5166
590	2523	5162
591	2527	5158
592	2531	5153
593	2535	5148
594	2539	5142
595	2543	5138
596	2547	5134
597	2551	5129
598	2555	5124
599	2560	5120
600	2564	5115
601	2568	5111
602	2574	5110
603	2578	5105
604	2582	5101
605	2587	5097
606	2591	5094
607	2596	5090
608	2600	5085
609	2605	5082
610	2609	5077
611	2613	5072
612	2617	5069
613	2622	5065
614	2626	5060
615	2630	5056
616	2634	5052
617	2638	5047
618	2645	5047
619	2654	5051
620	2670	5069
621	2689	5093
622	2710	5120
623	2738	5160
624	2770	5207
625	2784	5222
626	2814	5265
627	2828	5278
628	2845	5296
629	2871	5333
630	2904	5380
631	2927	5410
632	2935	5411
633	2954	5433
634	2979	5466
635	2991	5475
636	3018	5510
637	3024	5509
638	3037	5518
639	3050	5529
640	3062	5537
641	3079	5554
642	3090	5561
643	3105	5573
644	3124	5595
645	3156	5638
646	3173	5655
647	3183	5659
648	3197	5670
649	3213	5686
650	3238	5716
651	3259	5739
652	3273	5749
653	3284	5754
654	3289	5750
655	3295	5746
656	3299	5740
657	3308	5741
658	3315	5740
659	3321	5736
660	3328	5735
661	3335	5734
662	3353	5751
663	3389	5799
664	3401	5804
665	3410	5806
666	3416	5803
667	3422	5800
668	3428	5796
669	3433	5791
670	3438	5785
671	3443	5780
672	3453	5783
673	3464	5787
674	3467	5779
675	3484	5794
676	3490	5790
677	3497	5787
678	3499	5778
679	3506	5774
680	3508	5765
681	3514	5760
682	3519	5755
683	3523	5748
684	3527	5741
685	3533	5738
686	3538	5732
687	3544	5729
688	3549	5722
689	3557	5723
690	3563	5718
691	3566	5711
692	3572	5706
693	3575	5698
694	3580	5692
695	3584	5685
696	3588	5679
697	3593	5673
698	3599	5669
699	3606	5667
700	3612	5663
701	3617	5658
702	3623	5654
703	3627	5648
704	3632	5642
705	3636	5635
706	3642	5630
707	3654	5636
708	3659	5630
709	3665	5626
710	3670	5621
711	3674	5615
712	3679	5608
713	3682	5601
714	3687	5595
715	3691	5589
716	3698	5586
717	3703	5581
718	3707	5574
719	3712	5568
720	3716	5561
721	3720	5555
722	3724	5548
723	3729	5542
724	3733	5536
725	3746	5542
726	3753	5539
727	3757	5533
728	3761	5526
729	3766	5521
730	3770	5514
731	3775	5507
732	3778	5500
733	3783	5494
734	3787	5488
735	3792	5483
736	3798	5479
737	3807	5479
738	3811	5472
739	3816	5466
740	3820	5459
741	3824	5453
742	3829	5447
743	3833	5441
744	3837	5434
745	3842	5428
746	3846	5422
747	3849	5414
748	3853	5407
749	3858	5401
750	3861	5394
751	3865	5386
752	3869	5380
753	3873	5373
754	3877	5367
755	3882	5362
756	3887	5356
757	3892	5350
758	3897	5345
759	3901	5339
760	3906	5334
761	3911	5328
762	3916	5322
763	3921	5317
764	3925	5311
765	3929	5304
766	3933	5298
767	3936	5290
768	3940	5283
769	3945	5277
770	3949	5271
771	3953	5264
772	3955	5255
773	3959	5248
774	3964	5243
775	3968	5237
776	3972	5230
777	3977	5224
778	3981	5218
779	3986	5213
780	3991	5207
781	3996	5202
782	4000	5196
783	4004	5189
784	4008	5183
785	4013	5178
786	4018	5172
787	4023	5167
788	4028	5161
789	4032	5155
790	4036	5149
791	4040	5142
792	4046	5138
793	4050	5131
794	4055	5126
795	4059	5120
796	4063	5114
797	4069	5109
798	4074	5104
799	4080	5100
800	4084	5093
801	4088	5087
802	4093	5082
803	4097	5076
804	4102	5070
805	4106	5064
806	4110	5058
807	4115	5052
808	4118	5045
809	4123	5039
810	4127	5033
811	4131	5027
812	4137	5022
813	4143	5019
814	4148	5014
815	4153	5008
816	4159	5004
817	4164	4999
818	4170	4995
819	4174	4989
820	4179	4983
821	4183	4977
822	4188	4971
823	4192	4965
824	4195	4958
825	4199	4952
826	4204	4946
827	4210	4943
828	4220	4943
829	4233	4947
830	4242	4947
831	4248	4942
832	4252	4936
833	4257	4931
834	4262	4925
835	4267	4920
836	4272	4915
837	4277	4909
838	4282	4905
839	4287	4900
840	4292	4894
841	4296	4888
842	4301	4882
843	4305	4876
844	4309	4870
845	4314	4865
846	4318	4858
847	4322	4852
848	4326	4845
849	4330	4839
850	4334	4833
851	4338	4827
852	4344	4822
853	4348	4816
854	4352	4810
855	4357	4804
856	4361	4799
857	4366	4794
858	4370	4787
859	4374	4781
860	4378	4775
861	4382	4768
862	4386	4762
863	4389	4755
864	4393	4748
865	4397	4743
866	4401	4736
867	4406	4731
868	4410	4724
869	4414	4718
870	4418	4713
871	4423	4707
872	4428	4701
873	4434	4697
874	4438	4691
875	4441	4685
876	4445	4678
877	4449	4672
878	4455	4668
879	4461	4663
880	4465	4657
881	4470	4653
882	4475	4647
883	4480	4642
884	4485	4637
885	4492	4634
886	4498	4629
887	4504	4625
888	4508	4619
889	4513	4614
890	4517	4608
891	4521	4602
892	4525	4596
893	4529	4590
894	4533	4583
895	4537	4577
896	4541	4572
897	4546	4566
898	4550	4560
899	4554	4554
900	4558	4548
901	4563	4543
902	4567	4537
903	4571	4531
904	4576	4525
905	4581	4520
906	4585	4515
907	4590	4509
908	4595	4504
909	4599	4498
910	4605	4494
911	4609	4488
912	4615	4483
913	4626	4485
914	4632	4480
915	4638	4476
916	4643	4471
917	4648	4466
918	4653	4460
919	4659	4457
920	4663	4451
921	4668	4445
922	4672	4439
923	4676	4433
924	4680	4427
925	4686	4423
926	4691	4418
927	4696	4412
928	4700	4406
929	4704	4400
930	4710	4397
931	4715	4391
932	4719	4386
933	4726	4382
934	4730	4376
935	4736	4371
936	4743	4368
937	4748	4363
938	4754	4359
939	4758	4353
940	4764	4349
941	4770	4344
942	4774	4339
943	4778	4333
944	4782	4327
945	4789	4324
946	4794	4318
947	4800	4314
948	4806	4310
949	4811	4304
950	4817	4301
951	4822	4295
952	4828	4291
953	4833	4286
954	4838	4280
955	4843	4276
956	4848	4270
957	4853	4265
958	4859	4261
959	4863	4255
960	4869	4251
961	4874	4246
962	4879	4241
963	4887	4238
964	4892	4233
965	4898	4229
966	4902	4223
967	4910	4220
968	4913	4214
969	4919	4209
970	4924	4204
971	4928	4198
972	4934	4194
973	4940	4189
974	4945	4184
975	4950	4179
976	4957	4175
977	4962	4170
978	4967	4165
979	4972	4160
980	4978	4156
981	4982	4150
982	4989	4146
983	4994	4141
984	4999	4136
985	5005	4132
986	5010	4126
987	5017	4123
988	5021	4118
989	5028	4113
990	5032	4108
991	5038	4104
992	5044	4099
993	5048	4093
994	5053	4088
995	5059	4083
996	5063	4077
997	5070	4074
998	5073	4068
999	5079	4063
1000	5084	4058
1001	5090	4053
1002	5096	4049
1003	5100	4044
1004	5107	4040
1005	5112	4034
1006	5116	4028
1007	5122	4024
1008	5126	4019
1009	5133	4015
1010	5139	4010
1011	5145	4006
1012	5151	4002
1013	5157	3997
1014	5163	3993
1015	5172	3991
1016	5177	3986
1017	5182	3981
1018	5191	3978
1019	5200	3976
1020	5205	3971
1021	5212	3967
1022	5216	3962
1023	5222	3957
1024	5228	3953
1025	5232	3947
1026	5238	3942
1027	5242	3937
1028	5246	3931
1029	5251	3926
1030	5256	3920
1031	5261	3915
1032	5266	3910
1033	5271	3904
1034	5275	3899
1035	5282	3895
1036	5286	3889
1037	5289	3883
1038	5293	3877
1039	5298	3871
1040	5302	3865
1041	5307	3861
1042	5313	3856
1043	5317	3850
1044	5323	3846
1045	5329	3841
1046	5335	3837
1047	5340	3831
1048	5345	3826
1049	5351	3822
1050	5357	3817
1051	5361	3812
1052	5366	3806
1053	5371	3802
1054	5376	3796
1055	5380	3790
1056	5385	3785
1057	5389	3779
1058	5394	3774
1059	5398	3768
1060	5403	3763
1061	5408	3758
1062	5413	3753
1063	5418	3748
1064	5422	3742
1065	5426	3736
1066	5432	3731
1067	5435	3725
1068	5440	3719
1069	5443	3714
1070	5447	3708
1071	5452	3702
1072	5456	3696
1073	5460	3691
1074	5464	3685
1075	5469	3679
1076	5473	3674
1077	5478	3669
1078	5482	3663
1079	5488	3658
1080	5492	3652
1081	5496	3647
1082	5500	3641
1083	5505	3636
1084	5509	3630
1085	5513	3625
1086	5517	3619
1087	5522	3613
1088	5526	3608
1089	5531	3602
1090	5535	3597
1091	5539	3591
1092	5543	3585
1093	5549	3581
1094	5555	3577
1095	5562	3572
1096	5566	3566
1097	5570	3561
1098	5575	3556
1099	5580	3550
1100	5585	3546
1101	5590	3540
1102	5594	3535
1103	5599	3529
1104	5602	3524
1105	5607	3518
1106	5611	3512
1107	5615	3507
1108	5620	3501
1109	5624	3496
1110	5629	3490
1111	5633	3485
1112	5639	3480
1113	5643	3475
1114	5646	3469
1115	5650	3463
1116	5655	3458
1117	5660	3452
1118	5664	3447
1119	5668	3441
1120	5672	3436
1121	5677	3430
1122	5681	3425
1123	5685	3419
1124	5690	3414
1125	5693	3408
1126	5698	3402
1127	5702	3397
1128	5706	3391
1129	5711	3386
1130	5715	3380
1131	5720	3375
1132	5723	3369
1133	5728	3364
1134	5732	3358
1135	5736	3353
1136	5740	3347
1137	5744	3341
1138	5748	3335
1139	5752	3330
1140	5756	3324
1141	5760	3319
1142	5764	3313
1143	5768	3307
1144	5772	3302
1145	5776	3296
1146	5780	3290
1147	5784	3285
1148	5788	3279
1149	5793	3274
1150	5797	3269
1151	5802	3264
1152	5807	3258
1153	5811	3253
1154	5816	3248
1155	5822	3243
1156	5825	3237
1157	5829	3232
1158	5833	3226
1159	5838	3221
1160	5844	3216
1161	5849	3211
1162	5853	3206
1163	5858	3200
1164	5862	3195
1165	5867	3190
1166	5871	3184
1167	5876	3179
1168	5880	3174
1169	5885	3169
1170	5890	3164
1171	5894	3158
1172	5898	3152
1173	5902	3147
1174	5906	3141
1175	5910	3136
1176	5914	3130
1177	5918	3125
1178	5922	3119
1179	5926	3114
1180	5930	3108
1181	5934	3103
1182	5938	3097
1183	5942	3091
1184	5948	3087
1185	5954	3082
1186	5958	3077
1187	5962	3071
1188	5967	3066
1189	5972	3061
1190	5975	3055
1191	5981	3050
1192	5986	3045
1193	5990	3040
1194	5995	3035
1195	6000	3030
1196	6003	3024
1197	6008	3019
1198	6012	3013
1199	6016	3008
1200	6020	3002
1201	6024	2997
1202	6028	2991
1203	6032	2986
1204	6036	2980
1205	6040	2975
1206	6045	2969
1207	6050	2965
1208	6054	2959
1209	6058	2954
1210	6062	2948
1211	6066	2943
1212	6071	2937
1213	6077	2933
1214	6085	2929
1215	6093	2926
1216	6101	2922
1217	6107	2918
1218	6114	2914
1219	6122	2910
1220	6129	2906
1221	6137	2902
1222	6143	2898
1223	6149	2893
1224	6156	2889
1225	6164	2886
1226	6173	2882
1227	6178	2877
1228	6188	2875
1229	6193	2870
1230	6198	2864
1231	6203	2859
1232	6208	2855
1233	6213	2850
1234	6218	2844
1235	6222	2839
1236	6229	2835
1237	6235	2830
1238	6241	2826
1239	6247	2821
1240	6253	2816
1241	6260	2812
1242	6265	2807
1243	6269	2802
1244	6274	2796
1245	6278	2791
1246	6283	2786
1247	6287	2781
1248	6291	2775
1249	6296	2770
1250	6301	2765
1251	6305	2760
1252	6310	2754
1253	6314	2749
1254	6319	2744
1255	6323	2738
1256	6328	2733
1257	6332	2728
1258	6337	2723
1259	6342	2718
1260	6346	2712
1261	6350	2707
1262	6356	2702
1263	6361	2697
1264	6366	2692
1265	6370	2687
1266	6375	2681
1267	6379	2676
1268	6385	2671
1269	6389	2666
1270	6394	2661
1271	6399	2656
1272	6404	2651
1273	6408	2646
1274	6413	2640
1275	6418	2635
1276	6422	2630
1277	6427	2625
1278	6432	2620
1279	6437	2615
1280	6442	2610
1281	6447	2604
1282	6451	2599
1283	6456	2594
1284	6462	2590
1285	6467	2585
1286	6473	2580
1287	6477	2574
1288	6482	2570
1289	6487	2564
1290	6493	2560
1291	6498	2555
1292	6503	2550
1293	6509	2545
1294	6514	2540
1295	6519	2535
1296	6524	2530
1297	6528	2524
1298	6534	2520
1299	6538	2514
1300	6543	2509
1301	6551	2505
1302	6556	2500
1303	6561	2495
1304	6566	2490
1305	6572	2486
1306	6578	2481
1307	6584	2476
1308	6589	2471
1309	6594	2466
1310	6599	2461
1311	6605	2457
1312	6612	2452
1313	6617	2447
1314	6623	2442
1315	6628	2437
1316	6633	2432
1317	6641	2428
1318	6646	2423
1319	6655	2420
1320	6661	2415
1321	6666	2410
1322	6672	2405
1323	6679	2401
1324	6684	2396
1325	6692	2392
1326	6707	2390
1327	6713	2386
1328	6723	2382
1329	6734	2379
1330	6742	2375
1331	6749	2371
1332	6756	2366
1333	6761	2361
1334	6766	2356
1335	6771	2351
1336	6776	2346
1337	6781	2341
1338	6788	2337
1339	6794	2332
1340	6799	2327
1341	6804	2322
1342	6809	2317
1343	6814	2311
1344	6819	2306
1345	6823	2301
1346	6829	2296
1347	6835	2291
1348	6839	2286
1349	6844	2281
1350	6851	2277
1351	6856	2272
1352	6861	2266
1353	6866	2261
1354	6870	2256
1355	6876	2251
1356	6881	2246
1357	6886	2241
1358	6891	2236
1359	6896	2231
1360	6901	2226
1361	6906	2221
1362	6910	2215
1363	6916	2210
1364	6920	2205
1365	6927	2200
1366	6932	2195
1367	6936	2190
1368	6941	2185
1369	6946	2180
1370	6952	2175
1371	6956	2170
1372	6961	2165
1373	6967	2160
1374	6971	2154
1375	6975	2149
1376	6981	2144
1377	6986	2139
1378	6991	2134
1379	6995	2129
1380	7000	2123
1381	7006	2119
1382	7011	2114
1383	7016	2109
1384	7021	2103
1385	7027	2099
1386	7033	2094
1387	7038	2089
1388	7043	2084
1389	7049	2079
1390	7053	2073
1391	7060	2069
1392	7065	2064
1393	7070	2059
1394	7076	2054
1395	7080	2049
1396	7086	2044
1397	7090	2038
1398	7096	2033
1399	7102	2029
1400	7108	2024
1401	7112	2019
1402	7118	2014
1403	7123	2009
1404	7128	2004
1405	7133	1999
1406	7140	1994
1407	7145	1989
1408	7149	1984
1409	7153	1978
1410	7158	1973
1411	7164	1968
1412	7169	1963
1413	7172	1958
1414	7178	1953
1415	7183	1948
1416	7187	1942
1417	7192	1937
1418	7196	1932
1419	7201	1927
1420	7205	1921
1421	7209	1916
1422	7213	1910
1423	7216	1905
1424	7220	1900
1425	7224	1894
1426	7230	1889
1427	7234	1884
1428	7238	1879
1429	7242	1873
1430	7246	1868
1431	7251	1863
1432	7255	1858
1433	7259	1852
1434	7262	1847
1435	7267	1842
1436	7271	1836
1437	7275	1831
1438	7280	1826
1439	7284	1821
1440	7288	1815
1441	7292	1810
1442	7296	1805
1443	7300	1799
1444	7304	1794
1445	7308	1789
1446	7311	1783
1447	7316	1778
1448	7320	1773
1449	7325	1768
1450	7329	1762
1451	7333	1757
1452	7337	1752
1453	7342	1747
1454	7346	1741
1455	7350	1736
1456	7355	1731
1457	7359	1726
1458	7364	1721
1459	7368	1715
1460	7373	1710
1461	7378	1705
1462	7382	1700
1463	7386	1695
1464	7390	1690
1465	7395	1684
1466	7400	1679
1467	7403	1674
1468	7407	1669
1469	7412	1664
1470	7416	1658
1471	7421	1653
1472	7425	1648
1473	7429	1643
1474	7433	1637
1475	7438	1632
1476	7442	1627
1477	7446	1622
1478	7450	1617
1479	7454	1611
1480	7460	1606
1481	7464	1601
1482	7468	1596
1483	7472	1591
1484	7477	1586
1485	7481	1580
1486	7485	1575
1487	7489	1570
1488	7493	1565
1489	7498	1560
1490	7502	1554
1491	7506	1549
1492	7510	1544
1493	7515	1539
1494	7520	1534
1495	7524	1529
1496	7528	1523
1497	7533	1518
1498	7537	1513
1499	7541	1508
1500	7545	1503
1501	7549	1497
1502	7553	1492
1503	7557	1487
1504	7562	1482
1505	7566	1477
1506	7570	1471
1507	7574	1466
1508	7579	1461
1509	7584	1456
1510	7589	1451
1511	7593	1446
1512	7598	1441
1513	7603	1436
1514	7607	1431
1515	7611	1425
1516	7615	1420
1517	7619	1415
1518	7623	1410
1519	7628	1405
1520	7633	1400
1521	7637	1394
1522	7641	1389
1523	7645	1384
1524	7649	1379
1525	7653	1374
1526	7657	1369
1527	7662	1363
1528	7666	1358
1529	7670	1353
1530	7674	1348
1531	7679	1343
1532	7683	1338
1533	7687	1333
1534	7692	1327
1535	7697	1322
1536	7701	1317
1537	7705	1312
1538	7709	1307
1539	7713	1302
1540	7717	1297
1541	7721	1291
1542	7726	1286
1543	7730	1281
1544	7735	1276
1545	7739	1271
1546	7743	1266
1547	7747	1261
1548	7751	1256
1549	7757	1251
1550	7761	1246
1551	7765	1240
1552	7770	1235
1553	7774	1230
1554	7778	1225
1555	7783	1220
1556	7788	1215
1557	7792	1210
1558	7797	1205
1559	7802	1200
1560	7806	1195
1561	7810	1190
1562	7815	1185
1563	7819	1179
1564	7824	1174
1565	7828	1169
1566	7833	1164
1567	7839	1159
1568	7844	1154
1569	7849	1149
1570	7853	1144
1571	7857	1139
1572	7861	1134
1573	7866	1129
1574	7870	1124
1575	7874	1119
1576	7878	1114
1577	7882	1108
1578	7887	1103
1579	7891	1098
1580	7895	1093
1581	7898	1088
1582	7904	1083
1583	7908	1078
1584	7913	1073
1585	7917	1068
1586	7922	1063
1587	7926	1058
1588	7930	1053
1589	7935	1048
1590	7939	1042
1591	7943	1037
1592	7947	1032
1593	7952	1027
1594	7956	1022
1595	7960	1017
1596	7964	1012
1597	7968	1007
1598	7972	1002
1599	7976	997
1600	7981	992
1601	7985	986
1602	7989	981
1603	7994	976
1604	7998	971
1605	8002	966
1606	8006	961
1607	8010	956
1608	8014	951
1609	8019	946
1610	8023	941
1611	8028	936
1612	8033	931
1613	8037	926
1614	8042	921
1615	8046	916
1616	8050	911
1617	8055	906
1618	8059	900
1619	8062	895
1620	8066	890
1621	8070	885
1622	8074	880
1623	8078	875
1624	8082	870
1625	8086	865
1626	8091	860
1627	8096	855
1628	8099	850
1629	8103	845
1630	8107	840
1631	8111	835
1632	8115	829
1633	8119	824
1634	8122	819
1635	8127	814
1636	8131	809
1637	8135	804
1638	8139	799
1639	8143	794
1640	8147	789
1641	8152	784
1642	8161	779
1643	8167	775
1644	8172	770
1645	8176	764
1646	8180	759
1647	8184	754
1648	8188	749
1649	8193	744
1650	8197	739
1651	8201	734
1652	8205	729
1653	8209	724
1654	8213	719
1655	8218	714
1656	8222	709
1657	8227	704
1658	8233	699
1659	8237	694
1660	8241	689
1661	8245	684
1662	8249	679
1663	8253	674
1664	8257	669
1665	8263	664
1666	8267	659
1667	8271	654
1668	8276	649
1669	8279	644
1670	8284	639
1671	8288	634
1672	8292	629
1673	8296	624
1674	8300	619
1675	8304	614
1676	8310	609
1677	8314	604
1678	8319	599
1679	8324	594
1680	8328	589
1681	8331	584
1682	8336	579
1683	8341	574
1684	8345	569
1685	8349	564
1686	8353	559
1687	8357	554
1688	8362	549
1689	8366	544
1690	8370	539
1691	8375	534
1692	8380	529
1693	8384	524
1694	8389	519
1695	8393	514
1696	8397	509
1697	8402	504
