iter	RMSE
572	0.09996787797
573	0.09996501067
574	0.09993680753
575	0.09992681379
576	0.09988343624
577	0.09986807804
578	0.09979770008
579	0.09972723713
580	0.09968334265
581	0.09968142866
582	0.09967021092
583	0.09965948464
584	0.09961281687
585	0.09956986981
586	0.09953555703
587	0.09949339609
588	0.09948909727
589	0.09939769411
590	0.09938843628
591	0.09935529976
592	0.09931282778
593	0.09928393064
594	0.09924649042
595	0.09923939149
596	0.09920995574
597	0.09917730656
598	0.09916723278
599	0.09908689921
600	0.09908388992
601	0.09907538238
602	0.09906384963
603	0.09899071527
604	0.09897657485
605	0.09891303663
606	0.09891102699
607	0.09885892378
608	0.09884175633
609	0.09879789566
610	0.09876626558
611	0.09874719839
612	0.09871810141
613	0.09871520897
614	0.0986827164
615	0.09867611548
616	0.09863914563
617	0.09863501429
618	0.0986024369
619	0.09860038138
620	0.09858793173
621	0.09858372937
622	0.09854105534
623	0.098484824
624	0.09843578823
625	0.09841780055
626	0.09841513621
627	0.09833949854
628	0.09829411023
629	0.09824016827
630	0.09817749748
631	0.09816137585
632	0.0981597339
633	0.09812608933
634	0.09812401642
635	0.09812240969
636	0.09811999521
637	0.09808562043
638	0.09806987832
639	0.09800259756
640	0.0980006676
641	0.0979532292
642	0.09794318148
643	0.0979162946
644	0.0978405515
645	0.09781136088
646	0.09777334179
647	0.09776366291
648	0.0977533974
649	0.09775190956
650	0.09770350381
651	0.09764183748
652	0.09763797116
653	0.09759202061
654	0.09758157621
655	0.09757419729
656	0.09756337731
657	0.09754937796
658	0.09754094472
659	0.097480763
660	0.09744882473
661	0.09742445706
662	0.0974016988
663	0.09739313901
664	0.09738532422
665	0.09737840212
666	0.0973383555
667	0.09729882726
668	0.0972721671
669	0.09723606386
670	0.09722237253
671	0.09722168051
672	0.09721963314
673	0.09717619847
674	0.0971747742
675	0.09713100152
676	0.09712749063
677	0.09711812725
678	0.09711673491
679	0.09708594111
680	0.09708456799
681	0.09705364533
682	0.097051825
683	0.09704461161
684	0.09700096393
685	0.09699857347
686	0.09699303677
687	0.09694804146
688	0.09691772623
689	0.09689066287
690	0.09684515358
691	0.09684384084
692	0.0968346377
693	0.09680493468
694	0.09679895462
695	0.09677665029
696	0.0967457145
697	0.09672034012
698	0.09668435208
699	0.09661437683
700	0.09657312077
701	0.0965689168
702	0.09656566965
703	0.09651016039
704	0.09648211844
705	0.0964813732
706	0.09643936674
707	0.09643845763
708	0.09640604716
709	0.09639054418
710	0.09638325036
711	0.09635755216
712	0.09630285961
713	0.09630097782
714	0.09629904548
715	0.0962972633
716	0.09628931988
717	0.09626308223
718	0.09623496399
719	0.09620042818
720	0.09619339956
721	0.09614742586
722	0.09614139459
723	0.0961395588
724	0.09613374171
725	0.09611972921
726	0.09609657006
727	0.09608115646
728	0.09607136723
729	0.0960439711
730	0.09600337098
731	0.09596075616
732	0.09595493752
733	0.0959389433
734	0.09592531387
735	0.0959008047
736	0.09589861001
737	0.09587685586
738	0.09586726013
739	0.09586589259
740	0.09586339031
741	0.09581109074
742	0.09580240155
743	0.09576015509
744	0.09575445191
745	0.09574603611
746	0.0957169698
747	0.09571199948
748	0.09570352569
749	0.09569535133
750	0.09569356504
751	0.0956892321
752	0.09568230566
753	0.09560974113
754	0.09559640214
755	0.09556427554
756	0.09552359818
757	0.09546103123
758	0.09543140492
759	0.09541073139
760	0.09534784055
761	0.09533980485
762	0.09533172899
763	0.09532470573
764	0.09532309087
765	0.09531180563
766	0.09525886389
767	0.09525472478
768	0.09520366462
769	0.09518263342
770	0.09516953058
771	0.09516400323
772	0.0951628095
773	0.09515491164
774	0.0951344092
775	0.09512894945
776	0.09508893689
777	0.0950779479
778	0.09501801338
779	0.09500517258
780	0.09496554841
781	0.09493496964
782	0.09492721263
783	0.09492008971
784	0.09491443676
785	0.09490694033
786	0.09490607761
787	0.09487402393
788	0.09481608334
789	0.09480777965
790	0.09480672173
791	0.09479408597
792	0.09477446499
793	0.09476964543
794	0.09474341224
795	0.09474271462
796	0.09473543873
797	0.09472293939
798	0.09471718344
799	0.09470483925
800	0.09466692655
801	0.09465947953
802	0.0946583678
803	0.09464617394
804	0.09459912174
805	0.09458711097
806	0.09456190533
807	0.09455081209
808	0.09453989948
809	0.09453525762
810	0.0944746872
811	0.09442294829
812	0.09442175341
813	0.09439940741
814	0.09439220448
815	0.09435235402
816	0.09434060347
817	0.09431894051
818	0.09431446491
819	0.09428021047
820	0.09423427359
821	0.09422272194
822	0.09421541975
823	0.09418190016
824	0.09413096171
825	0.09408113344
826	0.09407952872
827	0.0940759933
828	0.09407189262
829	0.09406120334
830	0.09402189276
831	0.09401735813
832	0.09400106449
833	0.09399953218
834	0.09394198839
835	0.09394103406
836	0.09393640752
837	0.09392952564
838	0.09389443014
839	0.09389290416
840	0.09385565121
841	0.09385134102
842	0.09384918039
843	0.09384490674
844	0.093842546
845	0.09382875142
846	0.09380393945
847	0.09379390615
848	0.0937926379
849	0.09379117357
850	0.09378555956
851	0.09377862381
852	0.09377172541
853	0.09375911914
854	0.09375768576
855	0.0937076169
856	0.0937067051
857	0.09370214465
858	0.09369476414
859	0.0936909226
860	0.0936798116
861	0.09367809554
862	0.09366566683
863	0.09365631256
864	0.09364752798
865	0.09364316768
866	0.09364084745
867	0.09363546288
868	0.09363162567
869	0.09360429466
870	0.09359995359
871	0.09359557812
872	0.09356847654
873	0.09351093071
874	0.09346477041
875	0.09341604629
876	0.09341283196
877	0.09341148981
878	0.09339911605
879	0.09337660448
880	0.09337413443
881	0.09336955597
882	0.09336352832
883	0.09336250399
884	0.09335860594
885	0.09335194648
886	0.09331239834
887	0.09324862837
888	0.09324549083
889	0.09324421535
890	0.09324340696
891	0.09319421869
892	0.09316861051
893	0.0931564209
894	0.09315258221
895	0.09314714331
896	0.09310500996
897	0.09308611286
898	0.0930849099
899	0.09303793766
900	0.09299724412
901	0.09298524757
902	0.09294891531
903	0.09291720557
904	0.09291308102
905	0.09288619136
906	0.09288252579
907	0.09287891673
908	0.09287765829
909	0.09287338261
910	0.09286929491
911	0.0928659958
912	0.09286166368
913	0.09284495045
914	0.09284396929
915	0.09281319689
916	0.09279094962
917	0.09276544795
918	0.09276470432
919	0.09269735541
920	0.09269497368
921	0.09268939557
922	0.0926882357
923	0.09262436542
924	0.09258778653
925	0.0925545953
926	0.09251496451
927	0.09249396131
928	0.09249060354
929	0.09248570232
930	0.09244706378
931	0.0924239453
932	0.09237702426
933	0.09237132938
934	0.09233101695
935	0.09231230125
936	0.09230924151
937	0.09225606013
938	0.09225514377
939	0.09225278372
940	0.0922518833
941	0.09225142654
942	0.09225024414
943	0.09224915019
944	0.09218505246
945	0.09215861329
946	0.09214810266
947	0.09214547589
948	0.09213203953
949	0.09210421554
950	0.09210287381
951	0.0920915677
952	0.09209106944
953	0.09208658373
954	0.09208472113
955	0.09208266873
956	0.09202039541
957	0.09201633132
958	0.09201160203
959	0.09197806617
960	0.09197412147
961	0.09193316085
962	0.09193152506
963	0.09186830537
964	0.09180750433
965	0.09176844962
966	0.09175058903
967	0.09174488805
968	0.09172229967
969	0.09171788758
970	0.09171617512
971	0.09171253893
972	0.09171057116
973	0.09170674717
974	0.09165769929
975	0.09163404161
976	0.09163321801
977	0.09163164973
978	0.09160941358
979	0.09160760382
980	0.09159597314
981	0.09159011049
982	0.09157274202
983	0.09156718427
984	0.09154329248
985	0.09152103419
986	0.09151936755
987	0.09147865757
988	0.09147304842
989	0.0914601619
990	0.09143343617
991	0.09139146228
992	0.09138763109
993	0.09135571108
994	0.0913012796
995	0.09127737626
996	0.09127624355
997	0.09127333664
998	0.09127181136
999	0.091253499
1000	0.09125067141
1001	0.09121933183
1002	0.09119359829
1003	0.09118346739
1004	0.09114783181
1005	0.0910908582
1006	0.09108927395
1007	0.09108810591
1008	0.09105582121
1009	0.09100480374
1010	0.09094819564
1011	0.0909465373
1012	0.09092133549
1013	0.09088559387
1014	0.09088294571
1015	0.09085483737
1016	0.09082902377
1017	0.09076194525
1018	0.09073314789
1019	0.09073012681
1020	0.09072754626
1021	0.09072591715
1022	0.09069108207
1023	0.09068707095
1024	0.09068251454
1025	0.09067998492
1026	0.0906716833
1027	0.09067106126
1028	0.0906586663
1029	0.09060067623
1030	0.0905618176
1031	0.09054494275
1032	0.09051444717
1033	0.09051203538
1034	0.09050917061
1035	0.09046759177
1036	0.09044438623
1037	0.0904437414
1038	0.09042616278
1039	0.09041803832
1040	0.09039795713
1041	0.09039456989
1042	0.0903576243
1043	0.09035584947
1044	0.09031789942
1045	0.09027426855
1046	0.09022074369
1047	0.09017460762
1048	0.09017084749
1049	0.09011524615
1050	0.09008164696
1051	0.09007247204
1052	0.09004781701
1053	0.09003859401
1054	0.09003740908
1055	0.09003699104
1056	0.09003591041
1057	0.09001373919
1058	0.08999042276
1059	0.08994054557
1060	0.08993968242
1061	0.08993198479
1062	0.08991274927
1063	0.08991162597
1064	0.08990857808
1065	0.08987794755
1066	0.08986284944
1067	0.08986252175
1068	0.08985883992
1069	0.0898286991
1070	0.08982777527
1071	0.08981883694
1072	0.08978959173
1073	0.0897872435
1074	0.08978451939
1075	0.08976759746
1076	0.08972864711
1077	0.08970993941
1078	0.08968305438
1079	0.08965909204
1080	0.08965505703
1081	0.08965454478
1082	0.08964587999
1083	0.08964399199
1084	0.08960743508
1085	0.08957803481
1086	0.0895769959
1087	0.08956329454
1088	0.08956251324
1089	0.08953929769
1090	0.08953651528
1091	0.08951878843
1092	0.08947764521
1093	0.08942419663
1094	0.08941718343
1095	0.08938874611
1096	0.08938004523
1097	0.08935017557
1098	0.08934751827
1099	0.08931226854
1100	0.08926191609
1101	0.08924379826
1102	0.08924277482
1103	0.08923915291
1104	0.08923781702
1105	0.08918989537
1106	0.08918754532
1107	0.08916523808
1108	0.08916273436
1109	0.0891471222
1110	0.08911260093
1111	0.08911192223
1112	0.0890950557
1113	0.08906989519
1114	0.08906956291
1115	0.08903822593
1116	0.08902642098
1117	0.08900157054
1118	0.08900014483
1119	0.088999771
1120	0.0889504575
1121	0.08890857087
1122	0.08890457825
1123	0.08888742645
1124	0.08886632265
1125	0.0888148946
1126	0.08874959371
1127	0.08874927618
1128	0.08873942256
1129	0.08872737977
1130	0.08871638953
1131	0.08871246797
1132	0.08871038312
1133	0.08870909813
1134	0.08869748556
1135	0.08867899657
1136	0.08866825869
1137	0.08863983644
1138	0.08863180079
1139	0.08861378586
1140	0.08855060011
1141	0.08852391518
1142	0.08849045379
1143	0.08847838623
1144	0.08847356932
1145	0.08845296713
1146	0.08845071732
1147	0.08842342909
1148	0.08840651194
1149	0.08840609014
1150	0.08836124851
1151	0.08834948205
1152	0.08834727229
1153	0.08833236686
1154	0.0883190781
1155	0.08830833128
1156	0.08830040685
1157	0.08826541657
1158	0.08824733156
1159	0.08822946076
1160	0.08822120738
1161	0.08820453341
1162	0.08820335228
1163	0.08818681068
1164	0.08818449023
1165	0.08816492061
1166	0.08812095971
1167	0.08809899143
1168	0.08809086312
1169	0.08807568518
1170	0.08803056311
1171	0.08802833411
1172	0.08800185431
1173	0.08795741325
1174	0.08795694245
1175	0.08792855514
1176	0.08790019685
1177	0.08786198013
1178	0.08782914581
1179	0.08780170406
1180	0.08777452277
1181	0.087763228
1182	0.08775267684
1183	0.08773533394
1184	0.08772442828
1185	0.0877165878
1186	0.08769368112
1187	0.08769164202
1188	0.08766398876
1189	0.08762725145
1190	0.08761427157
1191	0.08760308078
1192	0.08756304782
1193	0.08754125122
1194	0.08750914309
1195	0.08750683204
1196	0.08750454079
1197	0.08750228649
1198	0.08748827093
1199	0.08746684929
1200	0.08745686713
1201	0.08743283768
1202	0.08742868412
1203	0.08741211925
1204	0.08739095119
1205	0.0873764498
1206	0.08733918007
1207	0.08729620972
1208	0.08727911446
1209	0.08725972862
1210	0.08723460052
1211	0.08721810416
1212	0.08720735111
1213	0.08717616337
1214	0.08713488426
1215	0.08712718582
1216	0.08710865874
1217	0.08705145138
1218	0.08701019109
1219	0.08697289512
1220	0.08696948737
1221	0.08694597008
1222	0.08693840574
1223	0.08689549
1224	0.08688551862
1225	0.08685966295
1226	0.0868370889
1227	0.08681377319
1228	0.08678578915
1229	0.08674602653
1230	0.08674126667
1231	0.08672709207
1232	0.0866856915
1233	0.08666926262
1234	0.08665758832
1235	0.08661189321
1236	0.08660270478
1237	0.08659779788
1238	0.08658814904
1239	0.08655347201
1240	0.08653525774
1241	0.08652237486
1242	0.08650977396
1243	0.08648626943
1244	0.08648434693
1245	0.08644991387
1246	0.08643992967
1247	0.08641782991
1248	0.08639291337
1249	0.08637887287
1250	0.08636518015
1251	0.08636036135
1252	0.08634298799
1253	0.08634123402
1254	0.08633664333
1255	0.08633491946
1256	0.08631952648
1257	0.08630462477
1258	0.08629231527
1259	0.08624548855
1260	0.08623619339
1261	0.08621666791
1262	0.08620209423
1263	0.08617605417
1264	0.08615518441
1265	0.0861402483
1266	0.08613754294
1267	0.08611382044
1268	0.08610037572
1269	0.08609263991
1270	0.08608318735
1271	0.08607991734
1272	0.08605437625
1273	0.08604239301
1274	0.08600564267
1275	0.08598244389
1276	0.08595563394
1277	0.08594390018
1278	0.08593004277
1279	0.08588956784
1280	0.08587451141
1281	0.08586983156
1282	0.08586306342
1283	0.08584447224
1284	0.08583647534
1285	0.08583331168
1286	0.08580801387
1287	0.08580071207
1288	0.08576833801
1289	0.08576184949
1290	0.08575085352
1291	0.08573250889
1292	0.08571686385
1293	0.08570247439
1294	0.08567300984
1295	0.08565939584
1296	0.08564804103
1297	0.08562426226
1298	0.08560534167
1299	0.08558065761
1300	0.08555697101
1301	0.08554841027
1302	0.08554662059
1303	0.0855438993
1304	0.08553286108
1305	0.08551039447
1306	0.08549498767
1307	0.08549327745
1308	0.08546453882
1309	0.08542487504
1310	0.08540911649
1311	0.08540243807
1312	0.08540050647
1313	0.085398599
1314	0.08535623259
1315	0.08534334364
1316	0.08531865271
1317	0.08530470462
1318	0.08529158935
1319	0.08527719955
1320	0.08526977573
1321	0.08524989153
1322	0.08524856039
1323	0.08524725485
1324	0.08521414048
1325	0.08517078864
1326	0.08514394248
1327	0.0851039216
1328	0.08509573228
1329	0.08507310823
1330	0.0850428135
1331	0.0850202714
1332	0.08498603233
1333	0.08495047745
1334	0.08493960567
1335	0.08493798016
1336	0.08491598191
1337	0.08490972032
1338	0.08490048106
1339	0.08486580516
1340	0.08484991703
1341	0.08483420172
1342	0.08482582982
1343	0.08482577682
1344	0.08482272756
1345	0.08481001346
1346	0.08477298896
1347	0.08476478897
1348	0.08473003499
1349	0.08472559185
1350	0.08469846598
1351	0.08466606724
1352	0.08464693526
1353	0.08464486618
1354	0.08461687482
1355	0.08457299561
1356	0.08455306013
1357	0.08452147974
1358	0.08450382155
1359	0.08447535762
1360	0.08444885263
1361	0.08443324732
1362	0.08440728967
1363	0.0843662296
1364	0.0843637457
1365	0.08434313465
1366	0.08432690981
1367	0.08429025939
1368	0.0842627711
1369	0.08424579252
1370	0.08421250785
1371	0.08417603265
1372	0.08417417999
1373	0.08416089801
1374	0.08411451602
1375	0.08408790539
1376	0.0840716471
1377	0.08405334567
1378	0.08403024418
1379	0.08397833366
1380	0.08397557168
1381	0.08395026547
1382	0.08390029276
1383	0.08385919637
1384	0.08384512941
1385	0.08383280575
1386	0.08383098076
1387	0.08381939493
1388	0.08381261651
1389	0.08380198882
1390	0.08379277449
1391	0.08377689594
1392	0.08374921921
1393	0.08373034896
1394	0.0837187123
1395	0.08369065706
1396	0.08366984928
1397	0.08366898632
1398	0.08366251808
1399	0.08365479417
1400	0.08364887326
1401	0.08362288462
1402	0.08358900448
1403	0.08356997041
1404	0.08355497351
1405	0.08354265686
1406	0.08351394968
1407	0.08350745366
1408	0.08346869822
1409	0.08346450595
1410	0.08346202216
1411	0.08344353252
1412	0.08339089838
1413	0.08335206282
1414	0.08333377438
1415	0.08331578592
1416	0.08330948967
1417	0.08329792827
1418	0.08326248275
1419	0.08324824128
1420	0.0832055982
1421	0.08316903784
1422	0.08314216301
1423	0.08312759818
1424	0.0830932234
1425	0.08307162984
1426	0.08304978604
1427	0.08304936111
1428	0.08303954362
1429	0.08302261157
1430	0.0830223071
1431	0.08299991837
1432	0.08295964702
1433	0.08294739415
1434	0.08291259461
1435	0.08289925918
1436	0.08287052028
1437	0.08281934193
1438	0.08277970169
1439	0.08275653029
1440	0.08274456214
1441	0.08272038157
1442	0.08268122625
1443	0.08266819879
1444	0.08264259563
1445	0.08262814462
1446	0.08262531541
1447	0.08259459594
1448	0.0825704615
1449	0.08256082846
1450	0.08253708952
1451	0.0825088446
1452	0.08248625452
1453	0.08248141251
1454	0.08243101181
1455	0.08240341731
1456	0.08237553359
1457	0.08237417164
1458	0.08236298679
1459	0.08232890068
1460	0.08230225836
1461	0.08229602252
1462	0.08227910185
1463	0.08224679847
1464	0.08223268898
1465	0.08221219102
1466	0.08220600275
1467	0.08215750471
1468	0.08213445088
1469	0.08212054026
1470	0.08210223072
1471	0.0820989908
1472	0.08208965163
1473	0.08208728435
1474	0.08206191658
1475	0.08204046281
1476	0.08203983251
1477	0.08201225353
1478	0.08198450836
1479	0.08195169505
1480	0.08193748532
1481	0.08192508739
1482	0.08191224695
1483	0.08188386129
1484	0.08187295848
1485	0.08185254176
1486	0.08185133385
1487	0.08184855043
1488	0.08182179661
1489	0.08180748922
1490	0.08178034858
1491	0.08174422706
1492	0.08172199268
1493	0.08166961238
1494	0.08164789096
1495	0.08161912553
1496	0.08160014303
1497	0.08159814294
1498	0.08155589217
1499	0.08155560799
1500	0.08155464356
1501	0.08153075459
1502	0.08147985726
1503	0.08147913735
1504	0.08147021565
